order_id,order_value,order_freight,customer_unique_id,customer_state,customer_city,seller_state,seller_state_nunique,seller_id_nunique,product_category_name,product_category_nunique,product_id_nunique,total_weight_g,total_length_cm,total_height_cm,total_width_cm,n_items,is_multi_seller,is_multi_category,is_multi_product,freight_share
2c5694feea13be5112a5023228135940,389.9,36.49,68eebf6104e7e2e750a29c06cb39e448,PR,londrina,SP,1,1,automotivo,1,1,3300.0,43.0,15.0,27.0,1,False,False,False,0.09358809951269557
2c5797ccf0b3bf61a051628659a6d535,79.9,20.96,8702c9726f560244d1f952836eb7cf82,CE,fortaleza,SP,1,1,brinquedos,1,1,1500.0,40.0,25.0,20.0,1,False,False,False,0.2623279098873592
2c5835a7e64d6b55172fcb3d3e6cc811,159.9,15.87,070da753b3edceb495ca2ab66085455e,SP,sao paulo,RJ,1,1,perfumaria,1,1,833.0,20.0,12.0,19.0,1,False,False,False,0.09924953095684802
2c5871f32e23db4f41bf1c58df2f1bee,59.9,13.44,a7aa43bfb35e39fb77b26123d0effbbb,SP,sorocaba,SP,1,1,ferramentas_jardim,1,1,1750.0,37.0,22.0,40.0,1,False,False,False,0.22437395659432388
2c5925c8d72a163016e91d103b67ac9d,12.9,22.06,214a6059c941ccf392c784770d0d566d,RJ,rio de janeiro,PR,1,1,eletronicos,1,1,100.0,17.0,8.0,12.0,1,False,False,False,1.7100775193798448
2c5948305d5a014ba38e3bae99c2fa36,95.5,12.8,5de40556e64c68e511a1f01d00da8f4e,SP,campinas,PR,1,1,esporte_lazer,1,1,353.0,23.0,15.0,16.0,1,False,False,False,0.13403141361256546
2c59b65408953b66cc6cac915015d8f9,16.0,11.85,f9fec2635f5a52cfd3ca2d3174fdfc16,SP,marilia,SP,1,1,esporte_lazer,1,1,50.0,20.0,11.0,11.0,1,False,False,False,0.740625
2c5e0fb51a8d73bd956b41fe2103f7ec,78.0,17.26,a8f51700ba0a05ea6c535139886ad4e1,MT,cuiaba,SP,1,1,relogios_presentes,1,1,250.0,16.0,2.0,20.0,1,False,False,False,0.2212820512820513
2c5f8c98e00740a16ca31cb18a7c8723,245.99,16.83,0532802259922375b79e84a63321ed5f,SP,santa rosa de viterbo,SP,1,1,eletroportateis,1,1,3100.0,35.0,35.0,16.0,1,False,False,False,0.06841741534208706
2c6017cac50e6be76810bbe9af615005,49.99,19.54,c332c15f8b177aeeb7b439f4879d50fb,RS,canoas,SP,1,1,cama_mesa_banho,1,1,800.0,16.0,10.0,16.0,1,False,False,False,0.390878175635127
2c60a2b23a96f36c97dbe108da3ab34f,58.19,12.85,035e7cd88b7450fd33efeca817081a53,SP,sao paulo,SP,1,1,utilidades_domesticas,1,1,500.0,19.0,2.0,11.0,1,False,False,False,0.22082832101735694
2c60bc71e6da917194c35fa7c8477e7f,27.99,15.1,11e51fdd16f6c9efd1a09cf188c25a29,RJ,barra de sao joao,SP,1,1,telefonia,1,1,300.0,17.0,4.0,12.0,1,False,False,False,0.5394783851375491
2c610c4cfabedaa397223d33eb6ca9d1,50.0,18.23,cf27117d1059a674c387652ea7971815,DF,brasilia,SP,1,1,bebes,1,1,550.0,50.0,10.0,50.0,1,False,False,False,0.36460000000000004
2c61d0e37fba7aea7d8b7f27091be232,289.9,87.19,18eb5dabb4335ff95df3036b4bb905d2,RJ,armacao dos buzios,SP,1,1,malas_acessorios,1,1,22350.0,32.0,74.0,53.0,1,False,False,False,0.3007588823732322
2c62dbd00c329b2e3310383124183d37,86.9,13.63,56bf02d284b41876f8ceedda0ea1e1e9,SP,sao paulo,SP,1,1,casa_conforto,1,1,1825.0,53.0,10.0,40.0,1,False,False,False,0.1568469505178366
2c6317c88d6837efdfecf7cb190c0cd9,13.9,11.85,05c5923ea867b6d88fd8214a494de641,SP,taubate,SP,1,1,cama_mesa_banho,1,1,175.0,23.0,6.0,13.0,1,False,False,False,0.8525179856115107
2c63e270d219f86dbe627ef7a0d41ce7,99.49,16.47,6a2f3c03236d6f4f50b171045118cf65,CE,fortaleza,MG,1,1,bebes,1,1,375.0,29.0,14.0,20.0,1,False,False,False,0.16554427580661374
2c648e5080cc33426153580987a3494c,402.9,17.57,06d4334ea4015768bd38c2d5531efe95,SC,concordia,PR,1,1,fashion_bolsas_e_acessorios,1,1,300.0,16.0,7.0,11.0,1,False,False,False,0.04360883593943907
2c64bb2895f857898d7f2d5bef545e96,35.9,16.32,1e50d9468aea0f3a31cc28eb13c3dd85,RJ,rio de janeiro,SP,1,1,bebes,1,1,300.0,16.0,16.0,16.0,1,False,False,False,0.4545961002785516
2c67429ed3521f3a95fa98f4bad3919a,109.9,18.02,774e17e35c08cd96cab3e18d63552a4d,PR,reboucas,SP,1,1,pet_shop,1,1,6050.0,50.0,10.0,36.0,1,False,False,False,0.16396724294813467
2c67561120ceec16df8e4b5753e23193,19.9,11.85,1e3c2a4fa0cedefada8f2a74e8d73c13,SP,santo andre,SP,1,1,consoles_games,1,1,100.0,16.0,12.0,12.0,1,False,False,False,0.5954773869346733
2c68510f2fa96a537e4c75da3b3bada8,98.99,21.18,c968cdb924339d7a42e0c448153b72cc,RJ,rio de janeiro,SP,1,1,beleza_saude,1,1,2225.0,37.0,12.0,20.0,1,False,False,False,0.21396100616223862
2c688788cf900283017516f05f50ebb7,79.0,34.09,e3839dc99461bc42b5b169c5db72234e,SC,lages,SP,1,1,industria_comercio_e_negocios,1,1,7225.0,16.0,103.0,25.0,1,False,False,False,0.4315189873417722
2c6909e9d8d1f642b6c8126f985146d0,117.3,32.26,9236e502ed0d444425619607638a427b,AL,maceio,SP,1,1,automotivo,1,1,4105.0,67.0,10.0,67.0,1,False,False,False,0.27502131287297527
2c6972a5750129c81b91e55b38b06823,29.9,16.11,3bb205a7e67b865ae00ee9a06bd285d2,MS,dourados,SP,1,1,utilidades_domesticas,1,1,950.0,17.0,19.0,20.0,1,False,False,False,0.5387959866220736
2c6a443a179d58ca22cbb911e1aec4fb,68.8,11.5,f325d2534409b7d6db4fcc83fa4c05aa,SP,guarulhos,SP,1,1,brinquedos,1,1,1250.0,30.0,20.0,40.0,1,False,False,False,0.1671511627906977
2c6ae86ae5a3e97baa148a17002e6684,514.0,10.86,ec39deaa5a0e6be91e4a5e49238d6501,SP,sao paulo,SP,1,1,relogios_presentes,1,1,433.0,22.0,24.0,19.0,1,False,False,False,0.0211284046692607
2c6b178947f5f631ec35f2a04c65c6d0,101.0,14.29,202071f9dcb1c67ea10e27a67248a519,SP,monte azul paulista,SP,1,1,moveis_decoracao,1,1,750.0,17.0,20.0,17.0,1,False,False,False,0.14148514851485147
2c6b7c49452d044cc8dff84245e1f553,48.45,13.0,cc458e443c48fd3b2874468ad758d292,SP,taubate,SP,1,1,cama_mesa_banho,1,1,400.0,25.0,9.0,19.0,1,False,False,False,0.26831785345717235
2c6c5c881336bcec2d8c89cb05184a81,148.8,49.629999999999995,32c050ea3af0bf160de1209adfb922eb,RJ,niteroi,SC,2,2,moveis_decoracao,1,2,2950.0,140.0,38.0,81.0,2,True,False,True,0.3335349462365591
2c6cd2338f9bbc7b19f8177e89e633fa,13.65,7.78,d5987794c00a42cb575f6479508295c0,SP,sorocaba,SP,1,1,eletronicos,1,1,150.0,22.0,13.0,17.0,1,False,False,False,0.5699633699633699
2c6d44f01372a531867c811ec5417ef2,24.9,22.06,be4d6db8dad5b197b36dab8257922a8d,MT,juscimeira,SP,1,1,utilidades_domesticas,1,1,350.0,17.0,16.0,17.0,1,False,False,False,0.8859437751004016
2c6d7710827b473b87550d228500098d,88.5,11.23,aa0b2eaabf40dd1b26af1f47b7d42865,SP,mogi-guacu,SP,1,1,livros_tecnicos,1,1,500.0,27.0,3.0,19.0,1,False,False,False,0.12689265536723165
2c6df2cdea838bd21bc2dc78dac3029b,26.0,16.11,418ee6e3b8f19158d67d5039f19783b9,RJ,rio de janeiro,SP,1,1,eletrodomesticos,1,1,500.0,30.0,12.0,17.0,1,False,False,False,0.6196153846153846
2c6e01c8eed693c9cddbaf86bdd25e31,72.9,16.27,6be5c93f5181e7b8ad88678963bbbcea,SP,santos,SC,1,1,esporte_lazer,1,1,400.0,70.0,10.0,20.0,1,False,False,False,0.2231824417009602
2c6e3395e4f4716fc4d23742912ff80d,379.9,124.45,ff5f6731168d5441f57407f27b1e154d,GO,piracanjuba,SP,1,1,utilidades_domesticas,1,1,30000.0,60.0,66.0,29.0,1,False,False,False,0.32758620689655177
2c6eb22442df208a5449349806c54a92,29.5,15.98,8a3c66f735f2c413d3b7c10f288d5465,SP,sao joao da boa vista,SP,1,1,cool_stuff,1,1,1867.0,36.0,6.0,36.0,1,False,False,False,0.5416949152542373
2c6fd1ff4fd89ac1fed1ca1d12af7e26,49.0,15.1,4b2a12ab3ef5eb1772332040f5945305,MG,juiz de fora,SP,1,1,telefonia,1,1,200.0,16.0,14.0,15.0,1,False,False,False,0.3081632653061224
2c6fdda09fe92a0d4909b941e62fd790,114.9,44.72,fd622355712e8790014974678f0910ee,PE,recife,ES,1,1,ferramentas_jardim,1,1,3900.0,45.0,6.0,38.0,1,False,False,False,0.3892080069625761
2c7030a7601b763ef0395501c6063ab3,58.0,7.67,703826613a480456a32d33a68cd8f1b2,MG,extrema,SP,1,1,relogios_presentes,1,1,250.0,16.0,2.0,11.0,1,False,False,False,0.13224137931034483
2c7051c176c93c8ebbf5f8a23dc16e9a,324.3,47.86,f71e54b79ff6f63bd5fb1e90fa9e42c1,PA,uruara,SP,1,1,ferramentas_jardim,1,1,5400.0,34.0,34.0,34.0,1,False,False,False,0.14757940178846746
2c70c146dab57932ffc2ffe38cd57d8d,144.99,12.22,7520673a25e0bccd3e7bd1e100defa9e,SP,sao paulo,SP,1,1,cool_stuff,1,1,1050.0,36.0,24.0,22.0,1,False,False,False,0.08428167459824816
2c70f2b99096bd1c7b05eede8e860fc8,29.0,37.11,3c3a900fac26fc4018fb1735da353166,PA,conceicao do araguaia,SP,1,1,relogios_presentes,1,1,250.0,16.0,2.0,11.0,1,False,False,False,1.279655172413793
2c7166305c873b61875185c04a58fce5,143.0,47.53,d2d53ab27fda8e5ffd2b4d2f531665ff,PE,capoeiras,MT,1,1,perfumaria,1,1,1250.0,26.0,21.0,20.0,1,False,False,False,0.33237762237762236
2c743fa9aec96b772983e9ab98eda2b2,80.9,15.67,3fa4a92541ef6c8fbf23dfce89e1bfb7,RJ,rio de janeiro,SP,1,1,alimentos,1,1,330.0,20.0,15.0,16.0,1,False,False,False,0.19369592088998763
2c757e77a76180de84c39b8afdcdcb72,49.9,23.07,cf20c5266fa8c3730147da060ac33b54,AM,manaus,SP,1,1,esporte_lazer,1,1,150.0,16.0,6.0,11.0,1,False,False,False,0.46232464929859723
2c75c33f103e365438cc19a05d444b7f,11.9,16.05,d8c21a391fae9a2f8f784c3c25ff5f85,GO,aparecida de goiania,MG,1,1,bebes,1,1,100.0,16.0,2.0,11.0,1,False,False,False,1.3487394957983194
2c76644ebdca47aa2d980e3b2714af13,159.9,22.2,8d8202f64ca74fbe1e052199d702605e,GO,goiania,SP,1,1,cama_mesa_banho,1,1,3800.0,46.0,12.0,43.0,1,False,False,False,0.13883677298311445
2c76b3bb994ef70103f11d24f4f64d42,21.0,12.79,3893108ddda66d5048b53a9e3f725622,SP,sao paulo,SP,1,1,esporte_lazer,1,1,300.0,16.0,16.0,16.0,1,False,False,False,0.6090476190476191
2c76b4566b3bab2c0f23f992ed70ea07,25.0,15.1,f4f2d85371955b0e254ce594fcf09a0d,MG,lavras,RJ,1,1,brinquedos,1,1,350.0,28.0,10.0,12.0,1,False,False,False,0.604
2c78914d7d6e6d7a648d2fcdd67e8c3c,49.9,19.59,e6bc2428864d779914fcd076ae336b88,SC,sombrio,MG,1,1,moveis_decoracao,1,1,1400.0,43.0,5.0,30.0,1,False,False,False,0.39258517034068136
2c78c4a4e91fabadbe0e21df0b2d10ba,149.0,38.59,e08cc0730cad495f86098e0530636b52,SE,aracaju,SP,1,1,brinquedos,1,1,1700.0,30.0,35.0,25.0,1,False,False,False,0.25899328859060405
2c797872f1e3a01d1594281f5f3b7762,66.9,13.05,9709ca700e37120e68f356f780ddd0fe,SP,sao paulo,SP,1,1,beleza_saude,1,1,1613.0,18.0,18.0,15.0,1,False,False,False,0.195067264573991
2c7b41b2acb40e97acfe3dc543de718e,64.99,19.42,4d9f081bc340386e11d4268eb01568a6,PR,dois vizinhos,SP,1,1,cool_stuff,1,1,800.0,42.0,25.0,15.0,1,False,False,False,0.2988152023388214
2c7c7906a21bcdda34af809ce7fa1a19,59.0,13.43,68e2089947c998d87d7fdfd5a05139c8,SP,pirassununga,SP,1,1,ferramentas_jardim,1,1,1500.0,30.0,22.0,30.0,1,False,False,False,0.2276271186440678
2c7e3ff60588c94964e40bd1dca4415f,44.9,15.1,5d2ddf4b578810061aabc7712edb16b6,ES,vila velha,SP,1,1,cama_mesa_banho,1,1,400.0,20.0,2.0,15.0,1,False,False,False,0.3363028953229399
2c7e5cbdab3bc1cc70b61425a7648ff1,31.9,11.85,7df29fec2ab7ea4fd3cddb21314c8f03,MG,pocos de caldas,SP,1,1,cool_stuff,1,1,300.0,18.0,7.0,12.0,1,False,False,False,0.3714733542319749
2c7e89e493d79a803615950d27017f1f,98.97,28.02,f2cb4abe193595fe70e9c380e488004c,SP,santos,SP,1,1,moveis_decoracao,1,1,2250.0,60.0,105.0,60.0,3,False,False,False,0.283116095786602
2c7f30a5aa9213081d9b5fd15877ebf9,279.0,16.71,085ca6703d6fbb5d59c135b3690d35fe,SP,jundiai,SC,1,1,bebes,1,1,2400.0,35.0,10.0,50.0,1,False,False,False,0.059892473118279575
2c7f73bf1d90525ec774ff8806274d55,45.99,8.29,22bd83fb23816db2bfa58db4952be636,SP,sao jose dos campos,SP,1,1,ferramentas_jardim,1,1,500.0,16.0,33.0,13.0,1,False,False,False,0.18025657751685145
2c7fa9ba8159b3183ee63a7ac9148038,32.0,8.27,30f43520e93ade7f1a60e0df3b3eb9d8,SP,maua,SP,1,1,construcao_ferramentas_construcao,1,1,100.0,20.0,5.0,20.0,1,False,False,False,0.2584375
2c7fb42aff5feaa5cbbab17158eafda4,59.0,7.71,c6f872a4ac1813482a14d06d5d01980e,SP,sao bernardo do campo,SP,1,1,beleza_saude,1,1,350.0,28.0,24.0,11.0,1,False,False,False,0.1306779661016949
2c810e97c1d3956172e1830863e6a133,1299.65,27.2,6ca64aa28917ec5f253c90fda7032b6c,SP,ribeirao preto,RJ,1,1,beleza_saude,1,1,583.0,31.0,16.0,16.0,1,False,False,False,0.02092871157619359
2c8166a4f7d0752f25e70f45565db8b9,39.99,16.79,a6e6d1405cfe3bf27d153f4ce68cdcab,BA,itabuna,SP,1,1,fashion_bolsas_e_acessorios,1,1,50.0,17.0,4.0,13.0,1,False,False,False,0.41985496374093517
2c819094e160c9568f99b6c9e2440780,299.9,22.88,5d8c00a10fad119cd4068004726f634a,RS,viamao,DF,1,1,fashion_bolsas_e_acessorios,1,1,200.0,18.0,9.0,11.0,1,False,False,False,0.0762920973657886
2c81e6aa6ff35dc1927f3002b02c7066,190.0,12.83,49d63ca93dcff55be6f279beab94e3a9,SP,sao bernardo do campo,SP,1,1,fashion_bolsas_e_acessorios,1,1,100.0,21.0,9.0,14.0,1,False,False,False,0.06752631578947368
2c82f906ef852620997996a6e3d66be0,109.9,14.94,69bf033d4af3ad8b8b32386843e1ed5b,SP,leme,PR,1,1,eletroportateis,1,1,350.0,27.0,5.0,12.0,1,False,False,False,0.13594176524112828
2c833074fc9fbb5d8c24ec212ce02bff,159.0,60.28,d1c7d1a41c2487c703c2f8653c7920f4,PE,santa cruz,RS,1,1,cool_stuff,1,1,1950.0,33.0,44.0,19.0,1,False,False,False,0.3791194968553459
2c8368619bc15c47d6fd7de27cdef0c6,47.99,18.23,9dd5a83b5fe0dd7d54db6ae9012d5303,PR,toledo,SP,1,1,informatica_acessorios,1,1,400.0,16.0,10.0,11.0,1,False,False,False,0.37987080641800375
2c84b2577e246ed9aa8ad68b0dee5be6,27.9,12.48,c01ac58053cfc3fc1d6ac89a016cb4a0,MG,itabira,MG,1,1,informatica_acessorios,1,1,150.0,41.0,2.0,29.0,1,False,False,False,0.44731182795698926
2c85015afa7245242d2f751099dd70e0,304.9,16.88,3f83cc6482add73101d5d76634baca96,RJ,rio de janeiro,SP,1,1,cool_stuff,1,1,750.0,20.0,8.0,13.0,1,False,False,False,0.055362413906198754
2c85266fde39a3694a2b4f7917680ff6,112.49,8.95,7000fcc3879a76258e660e032bc99392,SP,sao paulo,SP,1,1,esporte_lazer,1,1,450.0,17.0,12.0,12.0,1,False,False,False,0.07956262778913681
2c852a7e0e3b7773bea4ad95ee8e03c3,177.99,14.4,9ac68177b21e3ea0bc10f54526c8847e,PR,curitiba,SC,1,1,utilidades_domesticas,1,1,950.0,53.0,5.0,13.0,1,False,False,False,0.08090342154053598
2c8574e8710a496641d98e80143c7b98,95.0,15.55,f11ec51cc571bc413911b570ccf759a3,MG,contagem,SP,1,1,relogios_presentes,1,1,350.0,16.0,2.0,20.0,1,False,False,False,0.1636842105263158
2c873905af0c5322bd6977727e79d8e2,79.9,25.84,9a006811efc614524b94d424925aad23,ES,paraju,DF,1,1,informatica_acessorios,1,1,200.0,30.0,8.0,11.0,1,False,False,False,0.3234042553191489
2c8740f9df6d253c15dc035eba80ebed,139.99,47.68,a6b44587e9ee322a9dc6e8b6adb1a3be,SP,sao paulo,SP,1,1,moveis_decoracao,1,1,16515.0,42.0,77.0,42.0,1,False,False,False,0.3405957568397742
2c87632da2d3149c3812ca5da44418e6,99.0,37.38,f7d22abe5ca8992157a31d272d02e1ea,BA,coronel joao sa,RJ,1,1,perfumaria,1,1,100.0,16.0,5.0,11.0,1,False,False,False,0.3775757575757576
2c88a17cb7d3d34bc0d68ff242ba2316,44.99,25.63,5f09345e70a93cf9d42ee260ea6184e7,CE,ipu,SP,1,1,esporte_lazer,1,1,300.0,20.0,10.0,15.0,1,False,False,False,0.569682151589242
2c88b5879d666444b90643a3817f9b97,119.6,15.01,1883c860dcd73e0bd0ec6e82c727baab,PR,curitiba,SP,1,1,moveis_escritorio,1,1,2600.0,40.0,45.0,39.0,1,False,False,False,0.1255016722408027
2c898efc01eadc9d297ade3fd9fe540d,22.9,15.1,e3b1f3b205e31ad967dd530e13d6504f,MG,divinopolis,SP,1,1,cool_stuff,1,1,300.0,18.0,7.0,12.0,1,False,False,False,0.6593886462882096
2c8aa83a58bbe76256c06fce899aa4aa,58.9,15.16,24058044dcbcb7313582db0305dbe7f4,SP,sao paulo,PR,1,1,bebes,1,1,300.0,30.0,10.0,15.0,1,False,False,False,0.2573853989813243
2c8ad966b56668262728f44fbe18c4f5,179.9,24.13,cd97905ffc60caa816c781d38b7e3d71,BA,salvador,SP,1,1,cama_mesa_banho,1,1,2950.0,19.0,35.0,31.0,1,False,False,False,0.13413007226236798
2c8ade83a1d38262000ff586fe9b0f8e,90.0,14.05,9e055296996902ac9c30c8803d9a62f7,SP,sao paulo,DF,1,1,beleza_saude,1,1,1850.0,24.0,36.0,23.0,1,False,False,False,0.15611111111111112
2c8ae71873abf8c37c3dbf4322dc9a24,98.0,27.23,3ee8ef9a927b80545646602070149729,CE,forquilha,SP,1,1,beleza_saude,1,1,925.0,25.0,6.0,16.0,1,False,False,False,0.27785714285714286
2c8bf07fcf5c57d898ff1797efa33379,21.9,7.73,ac234ce93625f413215b32d92af36d44,PR,campina grande do sul,PR,1,1,utilidades_domesticas,1,1,150.0,18.0,10.0,18.0,1,False,False,False,0.3529680365296804
2c8d039d136f71b16eea4024def87741,59.9,23.14,26d666b15df73ff2e48c868dd055b9f5,RN,natal,SP,1,1,brinquedos,1,1,300.0,33.0,4.0,31.0,1,False,False,False,0.38631051752921536
2c8d335aabf96328d817f48bdbccc430,80.0,12.9,cb9e777d2d1ac22f85edc2fbf95dc917,SP,mogi das cruzes,SP,1,1,cama_mesa_banho,1,1,700.0,45.0,15.0,30.0,1,False,False,False,0.16125
2c8d9784e391f6ad2c09094366d48226,27.9,12.94,bc293abd15afb0b15c6376aa076a214c,MG,belo horizonte,SP,1,1,alimentos,1,1,150.0,17.0,13.0,13.0,1,False,False,False,0.4637992831541219
2c8e244e1ac6be021c1587d33444bd8a,49.98,16.8,c4aa8d1c0d2671cc3fc06775ed039d25,SP,sao paulo,SP,1,1,informatica_acessorios,1,1,600.0,36.0,18.0,26.0,2,False,False,False,0.33613445378151263
2c8ed3dca8e0a057095326257777dda2,59.9,13.44,4c8435d3bb762a8b99931fbfca190ac4,SP,sao bernardo do campo,SP,1,1,ferramentas_jardim,1,1,1550.0,30.0,22.0,30.0,1,False,False,False,0.22437395659432388
2c8f8b620f20e83829e70d2e0f32e49a,277.0,19.19,95038bbd298bdd3abc1b027d2805ccd8,DF,brasilia,MG,1,1,informatica_acessorios,1,1,800.0,28.0,20.0,42.0,1,False,False,False,0.06927797833935019
2c9015a3c9e7ded7dc344a1536b2c72f,134.99,9.76,5449725053f76aae0e20c01f0c2160b9,SP,sao paulo,SP,1,1,cool_stuff,1,1,2250.0,16.0,40.0,16.0,1,False,False,False,0.07230165197422031
2c909dcd674aa5bc39eb0841b7b8484b,119.99,34.2,5f422502464dac44a0a981f29ec64043,MS,corumba,SP,1,1,moveis_escritorio,1,1,8683.0,54.0,64.0,31.0,1,False,False,False,0.28502375197933166
2c90ec9da45501ac02b58fa6fb8deedc,47.49,19.32,0a5fa700fbc77dca1f32c3a696a8f8e2,MG,belo horizonte,SP,1,1,bebidas,1,1,175.0,23.0,21.0,21.0,1,False,False,False,0.406822488945041
2c922479dfa54e17760a70063a369e8a,36.9,18.23,15be16af39a06b195c5434190a6345ea,MG,santana do paraiso,SP,1,1,esporte_lazer,1,1,250.0,16.0,17.0,22.0,1,False,False,False,0.49403794037940385
2c927414e22e9898e9e0958b417f7ef5,59.9,21.26,b4a5f78a2ced5a6fe02ffec98e1c92dd,RJ,rio de janeiro,SP,1,1,utilidades_domesticas,1,1,7000.0,26.0,47.0,27.0,1,False,False,False,0.3549248747913189
2c93ce74e002f3f6361a3fea3101e1f5,269.9,14.33,00cf2f12497614285e5dbfb77d6dd312,SP,sao paulo,SP,1,1,cama_mesa_banho,1,1,7800.0,40.0,15.0,35.0,1,False,False,False,0.05309373842163765
2c9412a5ce9b92f719fe2dbd54f6a16e,119.0,19.74,27a6ed43c623d0ae63051aa18cff700b,BA,mucuri,MG,1,1,informatica_acessorios,1,1,6550.0,20.0,20.0,20.0,1,False,False,False,0.16588235294117645
2c953e7c7611317da6160774e2129d64,31.0,22.15,394f968dcd74016bb253218cc54efc04,BA,itabela,SP,1,1,climatizacao,1,1,150.0,20.0,8.0,13.0,1,False,False,False,0.714516129032258
2c9692d95147996e657865c7f5ec42fc,124.9,14.27,a0858dd9227559842a82c2cf773081cd,SP,jandira,SP,1,1,cama_mesa_banho,1,1,9800.0,65.0,20.0,45.0,1,False,False,False,0.11425140112089671
2c96c827c0d1b349e1d4f1c3a4040f49,119.0,49.36,f37f492333e12678e4f636556e5d38da,MG,sao geraldo,SP,1,1,eletroportateis,1,1,13800.0,50.0,37.0,37.0,1,False,False,False,0.41478991596638654
2c9802d8dcf6a98e04bc7dc09cb33c65,38.519999999999996,24.53,7ce51d461552602453e436c393436fc5,SP,boituva,SP,1,1,utilidades_domesticas,1,2,1400.0,32.0,55.0,22.0,2,False,False,True,0.6368120456905505
2c9a4bb73b123a0d370e12b5bf22b0d7,151.3,18.86,8e06c5fa3e89b2100b17357c309799da,RJ,rio de janeiro,SP,1,1,construcao_ferramentas_construcao,1,1,1700.0,16.0,32.0,34.0,1,False,False,False,0.12465300727032384
2c9b1f7bef0f4fd1ff94ce18f9ddc0bc,21.9,21.15,1e60968b7943dbdbe2a7bb3aefd15c4a,AL,maceio,SP,1,1,eletronicos,1,1,150.0,30.0,10.0,20.0,1,False,False,False,0.9657534246575342
2c9bbc00b2b47515826f048e26f1439a,37.49,28.37,3bc8edc7a48812f5f551dd38db0b5466,RJ,rio de janeiro,RJ,1,1,cama_mesa_banho,1,1,4940.0,65.0,18.0,55.0,1,False,False,False,0.7567351293678314
2c9bc10b715272770d51948b929485f7,59.9,27.15,113271b647a5f12bd3f41c1e37f78c1d,BA,juazeiro,SP,1,1,ferramentas_jardim,1,1,1150.0,28.0,55.0,12.0,1,False,False,False,0.4532554257095158
2c9d0e7a53245b11b39d47e84b3d7ac9,85.39,20.55,4965a4e8d51667a93ac39e04aefb33be,RJ,rio de janeiro,PR,1,1,utilidades_domesticas,1,1,1650.0,35.0,30.0,15.0,1,False,False,False,0.24066049888745755
2c9d99ef4b6645ccf36b919ebe2b839c,53.6,22.25,3932704dadd5df21c9951ef56a0b72e0,MG,belo horizonte,PR,1,1,utilidades_domesticas,1,1,2350.0,29.0,34.0,16.0,1,False,False,False,0.41511194029850745
2c9dc43931bd73d816deb0582edff245,207.94,90.38,15a4554642b5fe5a003bb9a7a2ec4893,RJ,rio de janeiro,SP,1,1,moveis_sala,1,1,19500.0,54.0,30.0,184.0,2,False,False,False,0.4346446090218332
2c9dc867f2d293b85037bafd60ef3c27,219.9,54.97,b1d3a2240d7ba11aff7e7bd7e425d994,SP,sao paulo,SP,1,1,cama_mesa_banho,1,1,2560.0,16.0,2.0,11.0,1,False,False,False,0.24997726239199636
2c9e182f7a193ad787c1e4dda16768c1,69.5,13.15,2580a5868f26b306e707058cf9cb2761,SP,avare,SP,1,1,beleza_saude,1,1,200.0,20.0,10.0,20.0,1,False,False,False,0.18920863309352517
2c9e6deaeeff1f3e721f241df5eabba0,300.0,29.48,3bab949ef05da8e9b3cfd541b6af0ffd,MG,uberaba,PR,1,1,esporte_lazer,1,1,5800.0,36.0,31.0,31.0,1,False,False,False,0.09826666666666667
2c9edac668d691947b1107b0b68a1adc,70.0,38.88,a7ac48ebc47cc191ff1998b37e3d9af0,PR,wenceslau braz,SP,1,1,moveis_decoracao,1,1,2800.0,40.0,60.0,40.0,2,False,False,False,0.5554285714285715
2c9ef1099d75918095356bda34b2d4c0,207.0,27.75,57599e9341e1ce4306e39daa2af248b2,RJ,resende,SP,1,1,moveis_decoracao,1,1,4850.0,30.0,30.0,20.0,1,False,False,False,0.13405797101449277
2c9ef60013a5ee6a831360e3d98c9c0d,26.9,9.54,670315a8178ee2a1050e5ddb23b21606,RJ,rio de janeiro,RJ,1,1,brinquedos,1,1,750.0,26.0,14.0,26.0,1,False,False,False,0.35464684014869885
2c9efd6e429c8bfc4f59a509334aabf0,16.0,7.78,5f660d28c5f9ec920baf48bbed955b2d,SP,sumare,SP,1,1,automotivo,1,1,475.0,17.0,18.0,16.0,1,False,False,False,0.48625
2c9f6a7c2d93b5c7209ad4d1155fc325,19.9,12.8,f649dbf0af6a71386efaeaf333d1628e,SP,sao paulo,SP,1,1,informatica_acessorios,1,1,150.0,31.0,3.0,28.0,1,False,False,False,0.6432160804020102
2c9f9957886293ce9bc43dee12fa1adb,108.3,22.63,bd1024334c3994ee9866ed00a39e7ecf,RJ,rio de janeiro,PR,1,1,utilidades_domesticas,1,1,3750.0,45.0,25.0,20.0,1,False,False,False,0.20895660203139427
2ca136ae4ca40cd3af16c1af7d324f38,59.99,7.87,090380f6e486f385ae5cbb6a2354d014,SP,bauru,SP,1,1,cama_mesa_banho,1,1,450.0,16.0,10.0,16.0,1,False,False,False,0.13118853142190365
2ca1528ba222dcef1b182632376e53a0,599.0,91.68,783ef66bc85c78a694d92a83b74adc99,PA,quatro bocas,BA,1,1,pcs,1,1,13700.0,27.0,50.0,53.0,1,False,False,False,0.1530550918196995
2ca1f43a3b966324bcd1fee4818d01e3,58.99,8.88,95068dc990d9bc06dd2f2d0bb96b0822,SP,sao paulo,SP,1,1,ferramentas_jardim,1,1,650.0,16.0,30.0,20.0,1,False,False,False,0.150533988811663
